Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
76,06-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,32,212,NA
76,08-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,32,233,NA
76,10-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,33,237,NA
76,20-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,30,279,NA
76,24-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,32,281,NA
76,31-10-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,18,29,212,NA
76,03-11-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,22,32,163,NA
76,07-11-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,21,32,160,NA
76,10-11-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,25,35,175,NA
76,15-11-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,25,33,171,NA
76,02-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,22,33,258,NA
76,03-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,23,34,182,NA
76,04-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,21,31,194,NA
76,05-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,32,192,NA
76,07-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,32,206,NA
76,08-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,21,33,199,NA
76,09-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,21,32,201,NA
76,10-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,32,185,NA
76,15-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,33,192,NA
76,17-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,33,185,NA
76,19-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,20,30,200,NA
76,22-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,19,32,180,NA
76,26-12-2015,Punjab,Ludhiana,"Rita Sewing Machines, Ludhiana",Punjab State Pollution Control Board,Industrial Area,18,32,183,NA
176,02-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,24,135,NA
176,05-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,25,146,NA
176,07-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,25,148,NA
176,09-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",15,26,144,NA
176,12-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,25,136,NA
176,14-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,25,134,NA
176,16-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,25,140,NA
176,19-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",15,26,150,NA
176,23-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",15,26,143,NA
176,28-01-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,26,143,NA
176,17-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,25,136,NA
176,20-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",NA,25,140,NA
176,22-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,26,138,NA
176,24-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,27,142,NA
176,27-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",15,29,145,NA
176,29-04-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",15,28,152,NA
176,04-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,26,149,NA
176,06-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,25,145,NA
176,08-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,26,153,NA
176,12-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,28,158,NA
176,16-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,27,163,NA
176,23-05-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,25,152,NA
176,06-06-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,26,151,NA
176,11-06-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,24,142,NA
176,13-06-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",14,24,138,NA
176,16-06-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,24,132,NA
176,20-06-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,23,129,NA
176,30-07-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",12,24,121,NA
176,01-08-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",11,23,130,NA
176,04-08-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",12,25,141,NA
176,06-08-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",12,25,78,NA
176,13-08-2015,Punjab,Jalandhar,"Regional Office, Jalandhar",Punjab State Pollution Control Board,"Residential, Rural and other Areas",12,24,164,NA
301,05-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,29,125,NA
301,07-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,27,134,NA
301,09-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,144,NA
301,12-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,37,142,NA
301,14-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,94,NA
301,16-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,130,NA
301,19-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,42,127,NA
301,21-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,26,173,NA
301,23-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,37,160,NA
301,28-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,151,NA
301,30-01-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,37,189,NA
301,02-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,198,NA
301,04-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,187,NA
301,06-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,40,167,NA
301,09-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,35,205,NA
301,11-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,123,NA
301,13-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,34,136,NA
301,16-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,116,NA
301,18-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,116,NA
301,20-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,41,114,NA
301,22-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,111,NA
301,27-02-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,115,NA
301,04-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,33,123,NA
301,09-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,122,NA
301,11-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,37,137,NA
301,13-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,34,126,NA
301,16-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,125,NA
301,18-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,36,122,NA
301,20-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,41,105,NA
301,25-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,32,118,NA
301,27-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,129,NA
301,31-03-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,142,NA
301,01-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,153,NA
301,06-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,37,149,NA
301,08-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,33,131,NA
301,09-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,116,NA
301,13-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,124,NA
301,15-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,34,140,NA
301,17-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,113,NA
301,20-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,136,NA
301,22-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,132,NA
301,24-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,40,132,NA
301,27-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,129,NA
301,29-04-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,36,133,NA
301,04-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,121,NA
301,06-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,125,NA
301,08-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,115,NA
301,11-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,117,NA
301,13-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,128,NA
301,15-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,37,109,NA
301,18-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,105,NA
301,20-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,37,108,NA
301,25-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,102,NA
301,27-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,112,NA
301,29-05-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,144,NA
301,01-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,129,NA
301,03-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,109,NA
301,05-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,105,NA
301,08-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,117,NA
301,10-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,126,NA
301,12-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,103,NA
301,15-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,85,NA
301,17-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,36,100,NA
301,22-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,117,NA
301,24-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,122,NA
301,26-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,33,101,NA
301,29-06-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,26,90,NA
301,01-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,41,97,NA
301,04-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,89,NA
301,06-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,32,93,NA
301,08-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,37,101,NA
301,13-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,34,82,NA
301,15-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,97,NA
301,17-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,41,88,NA
301,20-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,45,114,NA
301,22-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,34,107,NA
301,24-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,43,115,NA
301,27-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,37,94,NA
301,29-07-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,100,NA
301,03-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,26,98,NA
301,05-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,28,95,NA
301,07-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,29,100,NA
301,10-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,26,99,NA
301,12-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,33,90,NA
301,14-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,95,NA
301,17-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,96,NA
301,19-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,33,101,NA
301,21-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,29,102,NA
301,24-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,29,93,NA
301,26-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,39,73,NA
301,28-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,34,93,NA
301,30-08-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,32,117,NA
301,02-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,116,NA
301,04-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,113,NA
301,07-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,31,95,NA
301,09-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,36,88,NA
301,11-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,39,127,NA
301,16-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,33,133,NA
301,18-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,97,NA
301,21-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,26,101,NA
301,23-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,30,100,NA
301,30-09-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,88,NA
301,05-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,107,NA
301,07-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,39,121,NA
301,09-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,27,137,NA
301,12-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,125,NA
301,14-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,39,125,NA
301,16-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,36,96,NA
301,19-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,89,NA
301,21-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,39,101,NA
301,23-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,36,112,NA
301,26-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,35,112,NA
301,28-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,35,113,NA
301,30-10-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,37,109,NA
301,02-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,41,150,NA
301,09-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,38,124,NA
301,13-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,37,110,NA
301,18-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,133,NA
301,20-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,42,107,NA
301,23-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,7,42,109,NA
301,27-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,5,37,116,NA
301,30-11-2015,Punjab,Gobindgarh,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",Punjab State Pollution Control Board,Industrial Area,6,34,108,NA
